1,0
2,0.042155
3,0.023792
4,-0.042707
5,-0.30698
6,-0.46256
7,-0.29929
8,-0.16471
9,-0.10898
10,-0.25595
11,-0.35541
12,0.090536
13,-0.235
14,-0.32125
15,-0.11049
16,0.0012854
17,0.070892
18,0.075869
19,0.14642
20,0.091759
21,0.16169
22,0.18297
23,0.090213
24,0.0018797
25,-0.17303
26,0.081878
27,0.011269
28,-0.075226
29,0.038298
30,0.024766
31,-0.35634
32,0.21732
33,-0.35071
34,-0.19861
35,-0.37559
36,-0.38895
37,-0.4008
38,-0.47152
39,-0.23771
40,-0.44848
41,-0.26521
42,-0.3619
43,-0.27326
44,-0.28455
45,-0.30066
46,-0.33073
47,0.18866
48,0.2182
49,0.24041
50,0.087426
51,0.20227
52,-0.1824
53,0.10754
54,0.22005
55,0.037458
56,-0.24227
57,-0.13047
58,-0.059533
59,0.034947
60,0.10176
61,-0.44183
62,0.33238
63,0.048327
64,0.61213
65,-0.32889
66,-0.33827
67,-0.30837
68,-0.11889
69,-0.1313
70,0.10415
71,0.13535
72,0.11619
73,0.082524
74,0.082055
75,0.12228
76,0.10831
77,0.050106
78,0.043306
79,0.091285
80,-0.0093742
81,-0.083703
82,-0.14952
83,-0.045768
84,-0.22837
85,0.019001
86,0.028518
87,-0.034207
88,0.068966
89,0.1053
90,0.025356
91,-0.030038
92,-0.085217
93,-0.20947
94,-0.1379
95,-0.44823
96,-0.39303
97,-0.19573
98,-0.21884
99,-0.10076
100,-0.22272
101,-0.18196
102,-0.12927
103,-0.29258
104,-0.30423
105,-0.25639
106,-0.20415
107,-0.40427
108,-0.28136
109,-0.051392
110,-0.14198
111,-0.20664
112,-0.30681
113,-0.28313
114,-0.21271
115,-0.13903
116,-0.104
117,-0.091673
118,-0.16606
119,-0.05992
120,-0.018528
121,-0.22577
122,-0.46202
123,-0.61303
124,-0.52089
125,-0.47894
126,-0.4492
127,-0.38298
128,-0.43478
129,-0.41948
130,-0.43653
131,-0.43314
132,-0.32737
133,-0.31006
134,-0.24867
135,-0.13601
136,-0.36419
137,-0.19448
138,-0.19609
139,-0.16492
140,-0.2319
141,-0.35562
142,-0.25313
143,-0.26691
144,-0.2115
145,-0.30372
146,-0.22692
147,-0.28068
148,-0.45888
149,-0.43514
150,-0.51093
151,-0.44414
152,-0.5098
153,-0.23647
154,-0.22108
155,-0.082016
156,-0.071586
157,-0.1527
158,-0.22017
159,-0.25033
160,-0.30741
161,-0.22415
162,-0.18329
163,-0.083006
164,-0.076395
165,0.097351
166,0.10601
167,0.053474
168,-0.094928
169,-0.14001
170,-0.11753
171,0.02728
172,-0.024985
173,-0.061867
174,-0.059552
175,-0.047854
176,-0.011535
177,-0.0022679
178,0.005345
179,0.11092
180,0.072437
181,-0.030992
182,0.11823
183,-0.20778
184,-0.19863
185,-0.17101
186,-0.21869
187,0.15476
188,0.3233
189,0.051125
190,0.16903
191,0.45958
192,0.52785
193,-0.12017
194,-0.083408
195,-0.11618
196,-0.1082
197,-0.22216
198,-0.046542
199,-0.12532
200,-0.11409
201,-0.16297
202,-0.053496
203,-0.022746
204,-0.072695
205,0.1247
206,-0.11911
207,-0.012238
208,-0.45402
209,-0.19159
210,-0.47945
211,-0.3324
212,-0.3592
213,-0.42287
214,-0.4025
215,-0.44412
216,-0.44274
217,-0.51021
218,-0.4358
219,-0.38267
220,-0.51572
221,-0.49769
222,-0.49695
223,-0.49384
224,-0.4712
225,-0.44705
226,-0.41195
227,-0.40093
228,-0.38752
229,-0.30086
230,-0.34821
231,-0.38871
232,-0.38374
233,-0.39133
234,-0.3656
235,-0.39262
236,-0.37262
237,-0.19446
238,-0.3736
239,-0.36193
240,-0.34455
241,-0.36687
242,-0.40133
243,-0.36112
244,-0.36343
245,-0.36473
246,-0.34791
247,-0.34711
248,-0.35914
249,-0.37378
250,-0.37229
251,-0.43301
252,-0.4404
253,-0.40804
254,-0.34664
255,0.025966
256,-0.038771
257,-0.30876
258,-0.23995
259,-0.41053
260,-0.59825
261,-0.65524
262,-0.50727
263,-0.40719
264,-0.48772
265,-0.50195
266,-0.29379
267,0.068501
268,-0.13095
269,-0.26453
270,-0.43111
271,-0.19608
272,-0.34336
273,-0.34575
274,-0.19736
275,-0.3039
276,-0.32591
277,-0.30112
278,-0.33274
279,-0.37763
280,-0.33813
281,-0.37367
282,-0.35665
283,-0.3551
284,-0.43661
285,-0.41586
286,-0.44212
287,-0.36803
288,-0.40443
289,-0.39546
290,-0.39409
291,-0.42605
292,-0.37196
293,-0.39229
294,-0.37375
295,-0.34505
296,-0.30077
297,-0.35707
298,-0.3474
299,-0.33645
300,-0.31734
